jugador;premio;anyo;liga
whitefr01;Gold Glove;1977;AL
nettlgr01;Gold Glove;1977;AL
sundbji01;Gold Glove;1977;AL
beniqju01;Gold Glove;1977;AL
cowenal01;Gold Glove;1977;AL
yastrca01;Gold Glove;1977;AL
palmeji01;Gold Glove;1977;AL
belanma01;Gold Glove;1977;AL
garvest01;Gold Glove;1977;NL
morgajo02;Gold Glove;1977;NL
schmimi01;Gold Glove;1977;NL
benchjo01;Gold Glove;1977;NL
geronce01;Gold Glove;1977;NL
maddoga01;Gold Glove;1977;NL
parkeda01;Gold Glove;1977;NL
kaatji01;Gold Glove;1977;NL
conceda01;Gold Glove;1977;NL
mccovwi01;Hutch Award;1977;ML
brocklo01;Lou Gehrig Memorial Award;1977;ML
carewro01;Most Valuable Player;1977;AL
fostege01;Most Valuable Player;1977;NL
bakerdu01;NLCS MVP;1977;NL
carewro01;Roberto Clemente Award;1977;ML
campbbi02;Rolaids Relief Man Award;1977;AL
fingero01;Rolaids Relief Man Award;1977;NL
murraed02;Rookie of the Year;1977;AL
dawsoan01;Rookie of the Year;1977;NL
carewro01;TSN All-Star;1977;AL
randowi01;TSN All-Star;1977;AL
nettlgr01;TSN All-Star;1977;AL
fiskca01;TSN All-Star;1977;AL
mcraeha01;TSN All-Star;1977;AL
tananfr01;TSN All-Star;1977;AL
bondsbo01;TSN All-Star;1977;AL
hislela01;TSN All-Star;1977;AL
riceji01;TSN All-Star;1977;AL
ryanno01;TSN All-Star;1977;AL
burleri01;TSN All-Star;1977;AL
garvest01;TSN All-Star;1977;NL
morgajo02;TSN All-Star;1977;NL
schmimi01;TSN All-Star;1977;NL
simmote01;TSN All-Star;1977;NL
carltst01;TSN All-Star;1977;NL
fostege01;TSN All-Star;1977;NL
luzingr01;TSN All-Star;1977;NL
parkeda01;TSN All-Star;1977;NL
reuscri01;TSN All-Star;1977;NL
templga01;TSN All-Star;1977;NL
campbbi02;TSN Fireman of the Year;1977;AL
fingero01;TSN Fireman of the Year;1977;NL
carewro01;TSN Major League Player of the Year;1977;ML
ryanno01;TSN Pitcher of the Year;1977;AL
carltst01;TSN Pitcher of the Year;1977;NL
carewro01;TSN Player of the Year;1977;AL
fostege01;TSN Player of the Year;1977;NL
jacksre01;World Series MVP;1977;ML
garvest01;All-Star Game MVP;1978;ML
dentbu01;Babe Ruth Award;1978;AL
guidrro01;Cy Young Award;1978;AL
perryga01;Cy Young Award;1978;NL
chambch01;Gold Glove;1978;AL
whitefr01;Gold Glove;1978;AL
nettlgr01;Gold Glove;1978;AL
sundbji01;Gold Glove;1978;AL
evansdw01;Gold Glove;1978;AL
lynnfr01;Gold Glove;1978;AL
milleri01;Gold Glove;1978;AL
palmeji01;Gold Glove;1978;AL
belanma01;Gold Glove;1978;AL
hernake01;Gold Glove;1978;NL
lopesda01;Gold Glove;1978;NL
schmimi01;Gold Glove;1978;NL
boonebo01;Gold Glove;1978;NL
maddoga01;Gold Glove;1978;NL
parkeda01;Gold Glove;1978;NL
valenel01;Gold Glove;1978;NL
niekrph01;Gold Glove;1978;NL
bowala01;Gold Glove;1978;NL
stargwi01;Hutch Award;1978;ML
kessido01;Lou Gehrig Memorial Award;1978;ML
riceji01;Most Valuable Player;1978;AL
parkeda01;Most Valuable Player;1978;NL
garvest01;NLCS MVP;1978;NL
luzingr01;Roberto Clemente Award;1978;ML
gossari01;Rolaids Relief Man Award;1978;AL
fingero01;Rolaids Relief Man Award;1978;NL
whitalo01;Rookie of the Year;1978;AL
hornebo01;Rookie of the Year;1978;NL
carewro01;TSN All-Star;1978;AL
whitefr01;TSN All-Star;1978;AL
nettlgr01;TSN All-Star;1978;AL
sundbji01;TSN All-Star;1978;AL
staubru01;TSN All-Star;1978;AL
guidrro01;TSN All-Star;1978;AL
hislela01;TSN All-Star;1978;AL
lynnfr01;TSN All-Star;1978;AL
riceji01;TSN All-Star;1978;AL
palmeji01;TSN All-Star;1978;AL
yountro01;TSN All-Star;1978;AL
garvest01;TSN All-Star;1978;NL
lopesda01;TSN All-Star;1978;NL
rosepe01;TSN All-Star;1978;NL
simmote01;TSN All-Star;1978;NL
bluevi01;TSN All-Star;1978;NL
clarkja01;TSN All-Star;1978;NL
fostege01;TSN All-Star;1978;NL
parkeda01;TSN All-Star;1978;NL
perryga01;TSN All-Star;1978;NL
bowala01;TSN All-Star;1978;NL
gossari01;TSN Fireman of the Year;1978;AL
fingero01;TSN Fireman of the Year;1978;NL
guidrro01;TSN Major League Player of the Year;1978;ML
guidrro01;TSN Pitcher of the Year;1978;AL
bluevi01;TSN Pitcher of the Year;1978;NL
riceji01;TSN Player of the Year;1978;AL
parkeda01;TSN Player of the Year;1978;NL
dentbu01;World Series MVP;1978;ML
parkeda01;All-Star Game MVP;1979;ML
stargwi01;Babe Ruth Award;1979;NL
flanami01;Cy Young Award;1979;AL
suttebr01;Cy Young Award;1979;NL
coopece01;Gold Glove;1979;AL
whitefr01;Gold Glove;1979;AL
bellbu01;Gold Glove;1979;AL
sundbji01;Gold Glove;1979;AL
evansdw01;Gold Glove;1979;AL
lezcasi01;Gold Glove;1979;AL
lynnfr01;Gold Glove;1979;AL
palmeji01;Gold Glove;1979;AL
burleri01;Gold Glove;1979;AL
hernake01;Gold Glove;1979;NL
trillma01;Gold Glove;1979;NL
schmimi01;Gold Glove;1979;NL
boonebo01;Gold Glove;1979;NL
maddoga01;Gold Glove;1979;NL
parkeda01;Gold Glove;1979;NL
winfida01;Gold Glove;1979;NL
niekrph01;Gold Glove;1979;NL
conceda01;Gold Glove;1979;NL
brocklo01;Hutch Award;1979;ML
niekrph01;Lou Gehrig Memorial Award;1979;ML
baylodo01;Most Valuable Player;1979;AL
hernake01;Most Valuable Player;1979;NL
stargwi01;Most Valuable Player;1979;NL
stargwi01;NLCS MVP;1979;NL
thornan01;Roberto Clemente Award;1979;ML
kernji01;Rolaids Relief Man Award;1979;AL
suttebr01;Rolaids Relief Man Award;1979;NL
castijo01;Rookie of the Year;1979;AL
griffal01;Rookie of the Year;1979;AL
sutclri01;Rookie of the Year;1979;NL
coopece01;TSN All-Star;1979;AL
grichbo01;TSN All-Star;1979;AL
brettge01;TSN All-Star;1979;AL
porteda02;TSN All-Star;1979;AL
baylodo01;TSN All-Star;1979;AL
flanami01;TSN All-Star;1979;AL
lynnfr01;TSN All-Star;1979;AL
riceji01;TSN All-Star;1979;AL
singlke01;TSN All-Star;1979;AL
kernji01;TSN All-Star;1979;AL
smallro02;TSN All-Star;1979;AL
hernake01;TSN All-Star;1979;NL
lopesda01;TSN All-Star;1979;NL
schmimi01;TSN All-Star;1979;NL
simmote01;TSN All-Star;1979;NL
carltst01;TSN All-Star;1979;NL
kingmda01;TSN All-Star;1979;NL
morenom01;TSN All-Star;1979;NL
winfida01;TSN All-Star;1979;NL
niekrjo01;TSN All-Star;1979;NL
templga01;TSN All-Star;1979;NL
kernji01;TSN Fireman of the Year;1979;AL
marshmi01;TSN Fireman of the Year;1979;AL
suttebr01;TSN Fireman of the Year;1979;NL
stargwi01;TSN Major League Player of the Year;1979;ML
flanami01;TSN Pitcher of the Year;1979;AL
niekrjo01;TSN Pitcher of the Year;1979;NL
baylodo01;TSN Player of the Year;1979;AL
hernake01;TSN Player of the Year;1979;NL
stargwi01;World Series MVP;1979;ML
whitefr01;ALCS MVP;1980;AL
griffke01;All-Star Game MVP;1980;ML
mcgratu01;Babe Ruth Award;1980;NL
stonest01;Cy Young Award;1980;AL
carltst01;Cy Young Award;1980;NL
coopece01;Gold Glove;1980;AL
whitefr01;Gold Glove;1980;AL
bellbu01;Gold Glove;1980;AL
sundbji01;Gold Glove;1980;AL
lynnfr01;Gold Glove;1980;AL
murphdw01;Gold Glove;1980;AL
wilsowi02;Gold Glove;1980;AL
norrimi01;Gold Glove;1980;AL
trammal01;Gold Glove;1980;AL
hernake01;Gold Glove;1980;NL
flynndo01;Gold Glove;1980;NL
schmimi01;Gold Glove;1980;NL
cartega01;Gold Glove;1980;NL
dawsoan01;Gold Glove;1980;NL
maddoga01;Gold Glove;1980;NL
winfida01;Gold Glove;1980;NL
niekrph01;Gold Glove;1980;NL
smithoz01;Gold Glove;1980;NL
brettge01;Hutch Award;1980;ML
perezto01;Lou Gehrig Memorial Award;1980;ML
brettge01;Most Valuable Player;1980;AL
schmimi01;Most Valuable Player;1980;NL
trillma01;NLCS MVP;1980;NL
niekrph01;Roberto Clemente Award;1980;ML
quiseda01;Rolaids Relief Man Award;1980;AL
fingero01;Rolaids Relief Man Award;1980;NL
charbjo01;Rookie of the Year;1980;AL
howest01;Rookie of the Year;1980;NL
coopece01;Silver Slugger;1980;AL
randowi01;Silver Slugger;1980;AL
brettge01;Silver Slugger;1980;AL
parrila02;Silver Slugger;1980;AL
jacksre01;Silver Slugger;1980;AL
oglivbe01;Silver Slugger;1980;AL
oliveal01;Silver Slugger;1980;AL
wilsowi02;Silver Slugger;1980;AL
yountro01;Silver Slugger;1980;AL
hernake01;Silver Slugger;1980;NL
trillma01;Silver Slugger;1980;NL
schmimi01;Silver Slugger;1980;NL
simmote01;Silver Slugger;1980;NL
bakerdu01;Silver Slugger;1980;NL
dawsoan01;Silver Slugger;1980;NL
hendrge01;Silver Slugger;1980;NL
forscbo01;Silver Slugger;1980;NL
templga01;Silver Slugger;1980;NL
coopece01;TSN All-Star;1980;AL
randowi01;TSN All-Star;1980;AL
brettge01;TSN All-Star;1980;AL
ceronri01;TSN All-Star;1980;AL
johnto01;TSN All-Star;1980;AL
bumbral01;TSN All-Star;1980;AL
jacksre01;TSN All-Star;1980;AL
oglivbe01;TSN All-Star;1980;AL
stonest01;TSN All-Star;1980;AL
yountro01;TSN All-Star;1980;AL
hernake01;TSN All-Star;1980;NL
trillma01;TSN All-Star;1980;NL
schmimi01;TSN All-Star;1980;NL
cartega01;TSN All-Star;1980;NL
carltst01;TSN All-Star;1980;NL
bakerdu01;TSN All-Star;1980;NL
cedence01;TSN All-Star;1980;NL
hendrge01;TSN All-Star;1980;NL
bibbyji01;TSN All-Star;1980;NL
templga01;TSN All-Star;1980;NL
quiseda01;TSN Fireman of the Year;1980;AL
fingero01;TSN Fireman of the Year;1980;NL
humeto01;TSN Fireman of the Year;1980;NL
brettge01;TSN Major League Player of the Year;1980;ML
stonest01;TSN Pitcher of the Year;1980;AL
carltst01;TSN Pitcher of the Year;1980;NL
brettge01;TSN Player of the Year;1980;AL
schmimi01;TSN Player of the Year;1980;NL
schmimi01;World Series MVP;1980;ML
nettlgr01;ALCS MVP;1981;AL
cartega01;All-Star Game MVP;1981;ML
ceyro01;Babe Ruth Award;1981;NL
fingero01;Cy Young Award;1981;AL
valenfe01;Cy Young Award;1981;NL
squirmi01;Gold Glove;1981;AL
whitefr01;Gold Glove;1981;AL
bellbu01;Gold Glove;1981;AL
sundbji01;Gold Glove;1981;AL
evansdw01;Gold Glove;1981;AL
henderi01;Gold Glove;1981;AL
murphdw01;Gold Glove;1981;AL
norrimi01;Gold Glove;1981;AL
trammal01;Gold Glove;1981;AL
hernake01;Gold Glove;1981;NL
trillma01;Gold Glove;1981;NL
schmimi01;Gold Glove;1981;NL
cartega01;Gold Glove;1981;NL
bakerdu01;Gold Glove;1981;NL
dawsoan01;Gold Glove;1981;NL
maddoga01;Gold Glove;1981;NL
carltst01;Gold Glove;1981;NL
smithoz01;Gold Glove;1981;NL
benchjo01;Hutch Award;1981;ML
johnto01;Lou Gehrig Memorial Award;1981;ML
fingero01;Most Valuable Player;1981;AL
schmimi01;Most Valuable Player;1981;NL
hootobu01;NLCS MVP;1981;NL
garvest01;Roberto Clemente Award;1981;ML
fingero01;Rolaids Relief Man Award;1981;AL
suttebr01;Rolaids Relief Man Award;1981;NL
righeda01;Rookie of the Year;1981;AL
valenfe01;Rookie of the Year;1981;NL
coopece01;Silver Slugger;1981;AL
grichbo01;Silver Slugger;1981;AL
lansfca01;Silver Slugger;1981;AL
fiskca01;Silver Slugger;1981;AL
oliveal01;Silver Slugger;1981;AL
evansdw01;Silver Slugger;1981;AL
henderi01;Silver Slugger;1981;AL
winfida01;Silver Slugger;1981;AL
burleri01;Silver Slugger;1981;AL
rosepe01;Silver Slugger;1981;NL
trillma01;Silver Slugger;1981;NL
schmimi01;Silver Slugger;1981;NL
cartega01;Silver Slugger;1981;NL
bakerdu01;Silver Slugger;1981;NL
dawsoan01;Silver Slugger;1981;NL
fostege01;Silver Slugger;1981;NL
valenfe01;Silver Slugger;1981;NL
conceda01;Silver Slugger;1981;NL
coopece01;TSN All-Star;1981;AL
grichbo01;TSN All-Star;1981;AL
bellbu01;TSN All-Star;1981;AL
sundbji01;TSN All-Star;1981;AL
ziskri01;TSN All-Star;1981;AL
guidrro01;TSN All-Star;1981;AL
armasto01;TSN All-Star;1981;AL
henderi01;TSN All-Star;1981;AL
murphdw01;TSN All-Star;1981;AL
morrija02;TSN All-Star;1981;AL
burleri01;TSN All-Star;1981;AL
rosepe01;TSN All-Star;1981;NL
trillma01;TSN All-Star;1981;NL
schmimi01;TSN All-Star;1981;NL
cartega01;TSN All-Star;1981;NL
valenfe01;TSN All-Star;1981;NL
dawsoan01;TSN All-Star;1981;NL
fostege01;TSN All-Star;1981;NL
guerrpe01;TSN All-Star;1981;NL
seaveto01;TSN All-Star;1981;NL
conceda01;TSN All-Star;1981;NL
fingero01;TSN Fireman of the Year;1981;AL
suttebr01;TSN Fireman of the Year;1981;NL
valenfe01;TSN Major League Player of the Year;1981;ML
morrija02;TSN Pitcher of the Year;1981;AL
valenfe01;TSN Pitcher of the Year;1981;NL
armasto01;TSN Player of the Year;1981;AL
dawsoan01;TSN Player of the Year;1981;NL
ceyro01;World Series MVP;1981;ML
guerrpe01;World Series MVP;1981;ML
yeagest01;World Series MVP;1981;ML
lynnfr01;ALCS MVP;1982;AL
conceda01;All-Star Game MVP;1982;ML
suttebr01;Babe Ruth Award;1982;NL
vuckope01;Cy Young Award;1982;AL
carltst01;Cy Young Award;1982;NL
murraed02;Gold Glove;1982;AL
whitefr01;Gold Glove;1982;AL
bellbu01;Gold Glove;1982;AL
boonebo01;Gold Glove;1982;AL
evansdw01;Gold Glove;1982;AL
murphdw01;Gold Glove;1982;AL
winfida01;Gold Glove;1982;AL
guidrro01;Gold Glove;1982;AL
yountro01;Gold Glove;1982;AL
hernake01;Gold Glove;1982;NL
trillma01;Gold Glove;1982;NL
schmimi01;Gold Glove;1982;NL
cartega01;Gold Glove;1982;NL
dawsoan01;Gold Glove;1982;NL
maddoga01;Gold Glove;1982;NL
murphda05;Gold Glove;1982;NL
niekrph01;Gold Glove;1982;NL
smithoz01;Gold Glove;1982;NL
thornan01;Hutch Award;1982;ML
ceyro01;Lou Gehrig Memorial Award;1982;ML
yountro01;Most Valuable Player;1982;AL
murphda05;Most Valuable Player;1982;NL
porteda02;NLCS MVP;1982;NL
singlke01;Roberto Clemente Award;1982;ML
quiseda01;Rolaids Relief Man Award;1982;AL
suttebr01;Rolaids Relief Man Award;1982;NL
ripkeca01;Rookie of the Year;1982;AL
saxst01;Rookie of the Year;1982;NL
coopece01;Silver Slugger;1982;AL
garcida01;Silver Slugger;1982;AL
decindo01;Silver Slugger;1982;AL
parrila02;Silver Slugger;1982;AL
mcraeha01;Silver Slugger;1982;AL
jacksre01;Silver Slugger;1982;AL
wilsowi02;Silver Slugger;1982;AL
winfida01;Silver Slugger;1982;AL
yountro01;Silver Slugger;1982;AL
oliveal01;Silver Slugger;1982;NL
morgajo02;Silver Slugger;1982;NL
schmimi01;Silver Slugger;1982;NL
cartega01;Silver Slugger;1982;NL
durhale01;Silver Slugger;1982;NL
guerrpe01;Silver Slugger;1982;NL
murphda05;Silver Slugger;1982;NL
robindo01;Silver Slugger;1982;NL
conceda01;Silver Slugger;1982;NL
coopece01;TSN All-Star;1982;AL
garcida01;TSN All-Star;1982;AL
decindo01;TSN All-Star;1982;AL
parrila02;TSN All-Star;1982;AL
mcraeha01;TSN All-Star;1982;AL
zahnge01;TSN All-Star;1982;AL
evansdw01;TSN All-Star;1982;AL
thomago01;TSN All-Star;1982;AL
winfida01;TSN All-Star;1982;AL
stiebda01;TSN All-Star;1982;AL
yountro01;TSN All-Star;1982;AL
oliveal01;TSN All-Star;1982;NL
trillma01;TSN All-Star;1982;NL
schmimi01;TSN All-Star;1982;NL
cartega01;TSN All-Star;1982;NL
carltst01;TSN All-Star;1982;NL
guerrpe01;TSN All-Star;1982;NL
murphda05;TSN All-Star;1982;NL
smithlo01;TSN All-Star;1982;NL
rogerst01;TSN All-Star;1982;NL
smithoz01;TSN All-Star;1982;NL
quiseda01;TSN Fireman of the Year;1982;AL
suttebr01;TSN Fireman of the Year;1982;NL
yountro01;TSN Major League Player of the Year;1982;ML
stiebda01;TSN Pitcher of the Year;1982;AL
carltst01;TSN Pitcher of the Year;1982;NL
yountro01;TSN Player of the Year;1982;AL
murphda05;TSN Player of the Year;1982;NL
porteda02;World Series MVP;1982;ML
boddimi01;ALCS MVP;1983;AL
lynnfr01;All-Star Game MVP;1983;ML
dempsri01;Babe Ruth Award;1983;AL
hoytla01;Cy Young Award;1983;AL
dennyjo01;Cy Young Award;1983;NL
murraed02;Gold Glove;1983;AL
whitalo01;Gold Glove;1983;AL
bellbu01;Gold Glove;1983;AL
parrila02;Gold Glove;1983;AL
evansdw01;Gold Glove;1983;AL
murphdw01;Gold Glove;1983;AL
winfida01;Gold Glove;1983;AL
guidrro01;Gold Glove;1983;AL
trammal01;Gold Glove;1983;AL
hernake01;Gold Glove;1983;NL
sandbry01;Gold Glove;1983;NL
schmimi01;Gold Glove;1983;NL
penato01;Gold Glove;1983;NL
dawsoan01;Gold Glove;1983;NL
mcgeewi01;Gold Glove;1983;NL
murphda05;Gold Glove;1983;NL
niekrph01;Gold Glove;1983;NL
smithoz01;Gold Glove;1983;NL
knighra01;Hutch Award;1983;ML
schmimi01;Lou Gehrig Memorial Award;1983;ML
ripkeca01;Most Valuable Player;1983;AL
murphda05;Most Valuable Player;1983;NL
matthga01;NLCS MVP;1983;NL
coopece01;Roberto Clemente Award;1983;ML
quiseda01;Rolaids Relief Man Award;1983;AL
hollaal01;Rolaids Relief Man Award;1983;NL
kittlro01;Rookie of the Year;1983;AL
strawda01;Rookie of the Year;1983;NL
murraed02;Silver Slugger;1983;AL
whitalo01;Silver Slugger;1983;AL
boggswa01;Silver Slugger;1983;AL
parrila02;Silver Slugger;1983;AL
baylodo01;Silver Slugger;1983;AL
mosebll01;Silver Slugger;1983;AL
riceji01;Silver Slugger;1983;AL
winfida01;Silver Slugger;1983;AL
ripkeca01;Silver Slugger;1983;AL
hendrge01;Silver Slugger;1983;NL
rayjo01;Silver Slugger;1983;NL
schmimi01;Silver Slugger;1983;NL
kennete02;Silver Slugger;1983;NL
cruzjo01;Silver Slugger;1983;NL
dawsoan01;Silver Slugger;1983;NL
murphda05;Silver Slugger;1983;NL
valenfe01;Silver Slugger;1983;NL
thondi01;Silver Slugger;1983;NL
murraed02;TSN All-Star;1983;AL
whitalo01;TSN All-Star;1983;AL
boggswa01;TSN All-Star;1983;AL
fiskca01;TSN All-Star;1983;AL
luzingr01;TSN All-Star;1983;AL
guidrro01;TSN All-Star;1983;AL
mosebll01;TSN All-Star;1983;AL
riceji01;TSN All-Star;1983;AL
winfida01;TSN All-Star;1983;AL
hoytla01;TSN All-Star;1983;AL
ripkeca01;TSN All-Star;1983;AL
hendrge01;TSN All-Star;1983;NL
hubbagl01;TSN All-Star;1983;NL
schmimi01;TSN All-Star;1983;NL
penato01;TSN All-Star;1983;NL
mcwilla01;TSN All-Star;1983;NL
dawsoan01;TSN All-Star;1983;NL
murphda05;TSN All-Star;1983;NL
raineti01;TSN All-Star;1983;NL
dennyjo01;TSN All-Star;1983;NL
thondi01;TSN All-Star;1983;NL
quiseda01;TSN Fireman of the Year;1983;AL
hollaal01;TSN Fireman of the Year;1983;NL
smithle02;TSN Fireman of the Year;1983;NL
ripkeca01;TSN Major League Player of the Year;1983;ML
hoytla01;TSN Pitcher of the Year;1983;AL
dennyjo01;TSN Pitcher of the Year;1983;NL
ripkeca01;TSN Player of the Year;1983;AL
murphda05;TSN Player of the Year;1983;NL
dempsri01;World Series MVP;1983;ML
gibsoki01;ALCS MVP;1984;AL
cartega01;All-Star Game MVP;1984;ML
morrija02;Babe Ruth Award;1984;AL
hernawi01;Cy Young Award;1984;AL
sutclri01;Cy Young Award;1984;NL
murraed02;Gold Glove;1984;AL
whitalo01;Gold Glove;1984;AL
bellbu01;Gold Glove;1984;AL
parrila02;Gold Glove;1984;AL
evansdw01;Gold Glove;1984;AL
murphdw01;Gold Glove;1984;AL
winfida01;Gold Glove;1984;AL
guidrro01;Gold Glove;1984;AL
trammal01;Gold Glove;1984;AL
hernake01;Gold Glove;1984;NL
sandbry01;Gold Glove;1984;NL
schmimi01;Gold Glove;1984;NL
penato01;Gold Glove;1984;NL
dawsoan01;Gold Glove;1984;NL
dernibo01;Gold Glove;1984;NL
murphda05;Gold Glove;1984;NL
andujjo01;Gold Glove;1984;NL
smithoz01;Gold Glove;1984;NL
robindo01;Hutch Award;1984;ML
garvest01;Lou Gehrig Memorial Award;1984;ML
hernawi01;Most Valuable Player;1984;AL
sandbry01;Most Valuable Player;1984;NL
garvest01;NLCS MVP;1984;NL
guidrro01;Roberto Clemente Award;1984;ML
quiseda01;Rolaids Relief Man Award;1984;AL
suttebr01;Rolaids Relief Man Award;1984;NL
davisal01;Rookie of the Year;1984;AL
goodedw01;Rookie of the Year;1984;NL
murraed02;Silver Slugger;1984;AL
whitalo01;Silver Slugger;1984;AL
bellbu01;Silver Slugger;1984;AL
parrila02;Silver Slugger;1984;AL
thornan01;Silver Slugger;1984;AL
armasto01;Silver Slugger;1984;AL
riceji01;Silver Slugger;1984;AL
winfida01;Silver Slugger;1984;AL
ripkeca01;Silver Slugger;1984;AL
hernake01;Silver Slugger;1984;NL
sandbry01;Silver Slugger;1984;NL
schmimi01;Silver Slugger;1984;NL
cartega01;Silver Slugger;1984;NL
cruzjo01;Silver Slugger;1984;NL
gwynnto01;Silver Slugger;1984;NL
murphda05;Silver Slugger;1984;NL
rhoderi01;Silver Slugger;1984;NL
templga01;Silver Slugger;1984;NL
mattido01;TSN All-Star;1984;AL
whitalo01;TSN All-Star;1984;AL
bellbu01;TSN All-Star;1984;AL
parrila02;TSN All-Star;1984;AL
kingmda01;TSN All-Star;1984;AL
hernawi01;TSN All-Star;1984;AL
armasto01;TSN All-Star;1984;AL
evansdw01;TSN All-Star;1984;AL
winfida01;TSN All-Star;1984;AL
boddimi01;TSN All-Star;1984;AL
ripkeca01;TSN All-Star;1984;AL
hernake01;TSN All-Star;1984;NL
sandbry01;TSN All-Star;1984;NL
schmimi01;TSN All-Star;1984;NL
cartega01;TSN All-Star;1984;NL
thurmma01;TSN All-Star;1984;NL
cruzjo01;TSN All-Star;1984;NL
gwynnto01;TSN All-Star;1984;NL
murphda05;TSN All-Star;1984;NL
sutclri01;TSN All-Star;1984;NL
smithoz01;TSN All-Star;1984;NL
quiseda01;TSN Fireman of the Year;1984;AL
suttebr01;TSN Fireman of the Year;1984;NL
sandbry01;TSN Major League Player of the Year;1984;ML
hernawi01;TSN Pitcher of the Year;1984;AL
sutclri01;TSN Pitcher of the Year;1984;NL
mattido01;TSN Player of the Year;1984;AL
sandbry01;TSN Player of the Year;1984;NL
trammal01;World Series MVP;1984;ML
brettge01;ALCS MVP;1985;AL
hoytla01;All-Star Game MVP;1985;ML
saberbr01;Babe Ruth Award;1985;AL
saberbr01;Cy Young Award;1985;AL
goodedw01;Cy Young Award;1985;NL
mattido01;Gold Glove;1985;AL
whitalo01;Gold Glove;1985;AL
brettge01;Gold Glove;1985;AL
parrila02;Gold Glove;1985;AL
evansdw01;Gold Glove;1985;AL
murphdw01;Gold Glove;1985;AL
pettiga01;Gold Glove;1985;AL
winfida01;Gold Glove;1985;AL
guidrro01;Gold Glove;1985;AL
griffal01;Gold Glove;1985;AL
hernake01;Gold Glove;1985;NL
sandbry01;Gold Glove;1985;NL
wallati01;Gold Glove;1985;NL
penato01;Gold Glove;1985;NL
dawsoan01;Gold Glove;1985;NL
mcgeewi01;Gold Glove;1985;NL
murphda05;Gold Glove;1985;NL
reuscri01;Gold Glove;1985;NL
smithoz01;Gold Glove;1985;NL
reuscri01;Hutch Award;1985;ML
murphda05;Lou Gehrig Memorial Award;1985;ML
mattido01;Most Valuable Player;1985;AL
mcgeewi01;Most Valuable Player;1985;NL
smithoz01;NLCS MVP;1985;NL
goodedw01;Pitching Triple Crown;1985;NL
baylodo01;Roberto Clemente Award;1985;ML
quiseda01;Rolaids Relief Man Award;1985;AL
reardje01;Rolaids Relief Man Award;1985;NL
guilloz01;Rookie of the Year;1985;AL
colemvi01;Rookie of the Year;1985;NL
mattido01;Silver Slugger;1985;AL
whitalo01;Silver Slugger;1985;AL
brettge01;Silver Slugger;1985;AL
fiskca01;Silver Slugger;1985;AL
baylodo01;Silver Slugger;1985;AL
bellge02;Silver Slugger;1985;AL
henderi01;Silver Slugger;1985;AL
winfida01;Silver Slugger;1985;AL
ripkeca01;Silver Slugger;1985;AL
clarkja01;Silver Slugger;1985;NL
sandbry01;Silver Slugger;1985;NL
wallati01;Silver Slugger;1985;NL
cartega01;Silver Slugger;1985;NL
mcgeewi01;Silver Slugger;1985;NL
murphda05;Silver Slugger;1985;NL
parkeda01;Silver Slugger;1985;NL
rhoderi01;Silver Slugger;1985;NL
brookhu01;Silver Slugger;1985;NL
mattido01;TSN All-Star;1985;AL
garcida01;TSN All-Star;1985;AL
boggswa01;TSN All-Star;1985;AL
fiskca01;TSN All-Star;1985;AL
baylodo01;TSN All-Star;1985;AL
guidrro01;TSN All-Star;1985;AL
baineha01;TSN All-Star;1985;AL
bradlph01;TSN All-Star;1985;AL
henderi01;TSN All-Star;1985;AL
saberbr01;TSN All-Star;1985;AL
ripkeca01;TSN All-Star;1985;AL
hernake01;TSN All-Star;1985;NL
herrto01;TSN All-Star;1985;NL
wallati01;TSN All-Star;1985;NL
cartega01;TSN All-Star;1985;NL
tudorjo01;TSN All-Star;1985;NL
mcgeewi01;TSN All-Star;1985;NL
murphda05;TSN All-Star;1985;NL
parkeda01;TSN All-Star;1985;NL
goodedw01;TSN All-Star;1985;NL
smithoz01;TSN All-Star;1985;NL
quiseda01;TSN Fireman of the Year;1985;AL
reardje01;TSN Fireman of the Year;1985;NL
mattido01;TSN Major League Player of the Year;1985;ML
saberbr01;TSN Pitcher of the Year;1985;AL
goodedw01;TSN Pitcher of the Year;1985;NL
mattido01;TSN Player of the Year;1985;AL
mcgeewi01;TSN Player of the Year;1985;NL
saberbr01;World Series MVP;1985;ML
barrema02;ALCS MVP;1986;AL
clemero02;All-Star Game MVP;1986;ML
knighra01;Babe Ruth Award;1986;NL
clemero02;Cy Young Award;1986;AL
scottmi03;Cy Young Award;1986;NL
mattido01;Gold Glove;1986;AL
whitefr01;Gold Glove;1986;AL
gaettga01;Gold Glove;1986;AL
boonebo01;Gold Glove;1986;AL
barfije01;Gold Glove;1986;AL
pettiga01;Gold Glove;1986;AL
puckeki01;Gold Glove;1986;AL
guidrro01;Gold Glove;1986;AL
fernato01;Gold Glove;1986;AL
hernake01;Gold Glove;1986;NL
sandbry01;Gold Glove;1986;NL
schmimi01;Gold Glove;1986;NL
davisjo02;Gold Glove;1986;NL
gwynnto01;Gold Glove;1986;NL
mcgeewi01;Gold Glove;1986;NL
murphda05;Gold Glove;1986;NL
valenfe01;Gold Glove;1986;NL
smithoz01;Gold Glove;1986;NL
leonade01;Hutch Award;1986;ML
brettge01;Lou Gehrig Memorial Award;1986;ML
clemero02;Most Valuable Player;1986;AL
schmimi01;Most Valuable Player;1986;NL
scottmi03;NLCS MVP;1986;NL
