jugadorID;nombre;apellidos;nombreDeportivo;anyoNacimiento;mesNacimiento;diaNacimiento;paisNacimiento;estadoNacimiento;ciudadNacimiento;anyoFallecimiento;mesFallecimiento;diaFallecimiento;paisFallecimiento;estadoFallecimiento;ciudadFallecimiento;peso;altura;batear;lanzar;fechaDebut;fechaRetirada
lookde01;Dean;Look;Dean Zachary;1937;7;23;USA;MI;Lansing;;;;;;;185;71;R;R;1961-09-22;1961-09-30
loonebr01;Brian;Looney;Brian James;1969;9;26;USA;CT;New Haven;;;;;;;180;70;L;L;1993-09-26;1995-06-08
loopeaa01;Aaron;Looper;Aaron Joseph;1976;9;7;USA;OK;Ada;;;;;;;180;74;R;R;2003-08-02;2003-09-28
loopebr01;Braden;Looper;Braden LaVern;1974;10;28;USA;OK;Weatherford;;;;;;;210;76;R;R;1998-03-31;2009-10-02
loospe01;Pete;Loos;Ivan;1878;3;23;USA;PA;Philadelphia;1956;2;23;USA;PA;Darby;178;69;;R;1901-05-02;1901-05-02
lopatar01;Art;Lopatka;Arthur Joseph;1919;5;28;USA;IL;Chicago;2007;3;10;USA;IL;Elk Grove Village;170;70;B;L;1945-09-12;1946-07-01
lopated01;Eddie;Lopat;Edmund Walter;1918;6;21;USA;NY;New York;1992;6;15;USA;CT;Darien;185;70;L;L;1944-04-30;1955-09-23
lopatst01;Stan;Lopata;Stanley Edward;1925;9;12;USA;MI;Delray;2013;6;15;USA;PA;Philadelphia;210;74;R;R;1948-09-19;1960-06-12
lopesda01;Davey;Lopes;David Earl;1945;5;3;USA;RI;East Providence;;;;;;;170;69;R;R;1972-09-22;1987-10-04
lopesti01;Tim;Lopes;Timothy Aaron;1994;6;24;USA;CA;Los Angeles;;;;;;;180;71;R;R;2019-07-24;2021-09-19
lopezal01;Al;Lopez;Alfonso Ramon;1908;8;20;USA;FL;Tampa;2005;10;30;USA;FL;Tampa;165;71;R;R;1928-09-27;1947-09-16
lopezal02;Albie;Lopez;Albert Anthony;1971;8;18;USA;AZ;Mesa;;;;;;;240;74;R;R;1993-07-06;2003-06-19
lopezal03;Alejo;Lopez;Jesus Alejo;1996;5;5;Mexico;Distrito Federal;Mexico;;;;;;;170;70;B;R;2021-06-28;2021-09-03
lopezaq01;Aquilino;Lopez;Aquilino;1975;4;21;D.R.;San Cristobal;Villa Altagracia;;;;;;;185;75;R;R;2003-04-02;2008-09-29
lopezar01;Art;Lopez;Arturo;1937;5;8;P.R.;;Mayaguez;;;;;;;170;69;L;L;1965-04-12;1965-09-29
lopezar02;Arturo;Lopez;Javier Arturo;1983;2;22;Mexico;Sinaloa;Culiacan;;;;;;;165;69;L;L;2009-04-29;2009-05-10
lopezau01;Aurelio;Lopez;Aurelio Alejandro;1948;9;21;Mexico;Puebla;Tecamachalco;1992;9;22;Mexico;San Luis Potosi;Matehuala;185;72;R;R;1974-09-01;1987-06-17
lopezca01;Carlos;Lopez;Carlos Antonio;1948;9;27;Mexico;Sinaloa;Mazatlan;;;;;;;190;72;R;R;1976-09-17;1978-10-01
lopezfe01;Felipe;Lopez;Felipe;1980;5;12;P.R.;;Bayamon;;;;;;;205;72;B;R;2001-08-03;2011-08-20
lopezhe01;Hector;Lopez;Hector Headley;1929;7;8;Panama;Colon;Colon;;;;;;;182;71;R;R;1955-05-12;1966-09-30
lopezja01;Javy;Lopez;Javier;1970;11;5;P.R.;;Ponce;;;;;;;185;75;R;R;1992-09-18;2006-09-02
lopezja02;Javier;Lopez;Javier Alfonso;1977;7;11;P.R.;;San Juan;;;;;;;220;76;L;L;2003-04-01;2016-09-29
lopezja03;Jack;Lopez;Jack Henry;1992;12;16;P.R.;;Rio Piedras;;;;;;;160;70;R;R;2021-09-01;2021-09-15
lopezjo01;Jose;Lopez;Jose Celestino;1983;11;24;Venezuela;Anzoategui;Barcelona;;;;;;;205;72;R;R;2004-07-31;2012-10-03
lopezjo02;Jorge;Lopez;Jorge Yabiel;1993;2;10;P.R.;;Caguas;;;;;;;200;75;R;R;2015-09-29;2021-09-06
lopezlu01;Luis;Lopez;Luis Antonio;1964;9;1;USA;NY;Brooklyn;;;;;;;190;73;R;R;1990-09-14;1991-10-06
lopezlu02;Luis;Lopez;Luis Manuel;1970;9;4;P.R.;;Cidra;;;;;;;175;71;B;R;1993-09-07;2005-06-19
lopezlu03;Luis;Lopez;Luis;1973;10;5;USA;NY;Brooklyn;;;;;;;205;72;R;R;2001-04-29;2004-04-24
lopezma01;Marcelino;Lopez;Marcelino Pons;1943;9;23;Cuba;La Habana;La Habana;2001;11;29;USA;FL;Hialeah;195;75;R;L;1963-04-14;1972-09-24
lopezme01;Mendy;Lopez;Mendy;1973;10;15;D.R.;Duarte;Pimentel;;;;;;;200;74;R;R;1998-06-03;2004-05-27
lopezmi01;Mickey;Lopez;Raymond Michael;1973;11;17;USA;FL;Miami;;;;;;;170;69;B;R;2004-09-06;2004-10-03
lopezni01;Nicky;Lopez;Nicholas;1995;3;13;USA;IL;Naperville;;;;;;;180;71;L;R;2019-05-14;2021-10-03
lopezot01;Otto;Lopez;Otto Ariel;1998;10;1;D.R.;Distrito Nacional;Santo Domingo;;;;;;;160;70;R;R;2021-08-17;2021-08-17
lopezpa01;Pablo;Lopez;Pablo Jose;1996;3;7;Venezuela;Zulia;Cabimas;;;;;;;225;76;L;R;2018-06-30;2021-10-03
lopezpe01;Pedro;Lopez;Pedro Michel;1984;4;28;D.R.;Espaillat;Moca;;;;;;;190;73;R;R;2005-05-01;2007-09-30
lopezra01;Ramon;Lopez;Jose Ramon;1933;5;26;Cuba;;Las Villas;1982;9;4;USA;FL;Miami;175;72;R;R;1966-08-21;1966-09-22
lopezra02;Rafael;Lopez;Rafael Manuel;1987;10;2;USA;PA;Philadelphia;;;;;;;200;69;L;R;2014-09-02;2018-07-20
lopezre01;Reynaldo;Lopez;Reynaldo Starling;1994;1;4;D.R.;San Pedro de Macoris;San Pedro de Macoris;;;;;;;225;73;R;R;2016-07-19;2021-10-03
lopezro01;Rodrigo;Lopez;Rodrigo;1975;12;14;Mexico;Estado de Mexico;Tlalnepantla;;;;;;;185;73;R;R;2000-04-29;2012-04-22
lopezwi01;Wilton;Lopez;Wilton;1983;7;19;Nicaragua;Leon;Leon;;;;;;;200;72;R;R;2009-08-28;2014-04-08
lopezyo01;Yoan;Lopez;Yoan;1993;1;2;Cuba;Isla de la Juventud;Nueva Gerona;;;;;;;208;75;R;R;2018-09-09;2021-05-18
lordbr01;Bris;Lord;Bristol Robotham;1883;9;21;USA;PA;Upland;1964;11;13;USA;MD;Prince Frederick;185;69;R;R;1905-04-21;1913-10-03
lordca01;Carlton;Lord;William Carlton;1900;1;7;USA;PA;Philadelphia;1947;8;15;USA;PA;Chester;170;71;R;R;1923-07-12;1923-09-27
lordha01;Harry;Lord;Harry Donald;1882;3;8;USA;ME;Porter;1948;8;9;USA;ME;Westbrook;165;70;L;R;1907-09-25;1915-09-27
lorenle01;Lefty;Lorenzen;Adolph Andreas;1893;1;12;USA;IA;Davenport;1963;3;5;USA;IA;Davenport;164;70;L;L;1913-09-12;1913-09-12
lorenmi01;Michael;Lorenzen;Michael Clifton;1992;1;4;USA;CA;Anaheim;;;;;;;217;75;R;R;2015-04-29;2021-10-01
loretma01;Mark;Loretta;Mark David;1971;8;14;USA;CA;Santa Monica;;;;;;;175;72;R;R;1995-09-04;2009-10-04
lorraan01;Andrew;Lorraine;Andrew Jason;1972;8;11;USA;CA;Los Angeles;;;;;;;195;75;L;L;1994-07-17;2002-09-26
lotzjo01;Joe;Lotz;Joseph Peter;1891;1;2;USA;IA;Remsen;1971;1;1;USA;CA;Castro Valley;175;68;R;R;1916-07-15;1916-09-25
loucksc01;Scott;Loucks;Scott Gregory;1956;11;11;USA;AK;Anchorage;;;;;;;178;72;R;R;1980-09-01;1985-05-29
loudear01;Art;Loudell;Arthur;1882;4;10;USA;MO;Latham;1961;2;19;USA;MO;Kansas City;173;71;R;R;1910-08-13;1910-09-24
loudeba01;Baldy;Louden;William P.;1883;8;27;USA;PA;Pittsburgh;1935;12;8;USA;WV;Piedmont;175;71;R;R;1907-09-13;1916-09-18
loudech01;Charlie;Loudenslager;Charles Edward;1881;5;21;USA;MD;Baltimore;1933;10;31;USA;MD;Baltimore;186;69;;R;1904-04-15;1904-04-15
lough01;Patrick;O'Loughlin;Patrick Henry;1860;5;;Ireland;;;1927;5;18;USA;MA;Lowell;;;;;1883-05-09;1883-05-09
loughbi01;Bill;Loughran;William H.;1862;6;;USA;NY;New York;1917;8;7;USA;NY;New York;;;;;1884-06-06;1884-08-28
loughda01;David;Lough;David Dennis;1986;1;20;USA;OH;Akron;;;;;;;175;70;L;L;2012-09-01;2016-06-01
loughla01;Larry;Loughlin;Larry John;1941;8;16;USA;WA;Tacoma;1999;1;26;USA;CO;Denver;190;73;L;L;1967-05-27;1967-06-14
loundo01;Don;Loun;Donald Nelson;1940;11;9;USA;MD;Frederick;;;;;;;185;74;R;L;1964-09-23;1964-10-03
loupaa01;Aaron;Loup;Aaron Christopher;1987;12;19;USA;LA;Raceland;;;;;;;210;71;L;L;2012-07-14;2021-09-29
louxsh01;Shane;Loux;Shane A.;1979;8;31;USA;SD;Rapid City;;;;;;;225;74;R;R;2002-09-10;2012-09-30
lovelri01;Richard;Lovelady;Richard Tyler;1995;7;7;USA;GA;Hinesville;;;;;;;185;72;L;L;2019-04-09;2021-08-27
lovelto01;Tom;Lovelace;Thomas Rivers;1897;10;19;USA;TX;Wolfe City;1979;7;12;USA;TX;Dallas;170;71;R;R;1922-09-23;1922-09-23
lovelva01;Vance;Lovelace;Vance Odell;1963;8;9;USA;FL;Tampa;;;;;;;205;77;L;L;1988-09-10;1990-09-22
lovenly01;Lynn;Lovenguth;Lynn Richard;1922;11;29;USA;NY;Camden;2000;9;29;USA;OR;Beaverton;170;70;L;R;1955-04-18;1957-09-27
lovesl01;Slim;Love;Edward Haughton;1890;8;1;USA;MS;Love;1942;11;30;USA;TN;Memphis;195;79;L;L;1913-09-08;1920-04-18
lovetjo01;John;Lovett;John;1877;5;6;USA;OH;Monday;1937;12;5;USA;OH;Murray City;;;;;1903-05-22;1903-05-26
lovetle01;Len;Lovett;Leonard Walker;1852;7;17;USA;PA;Lancaster County;1922;11;18;USA;DE;Newark;170;72;R;R;1873-08-04;1875-05-19
lovetme01;Mem;Lovett;Merritt Marwood;1912;6;15;USA;IL;Chicago;1995;9;19;USA;IL;Downers Grove;165;69;R;R;1933-09-04;1933-09-04
lovetto01;Tom;Lovett;Thomas Joseph;1863;12;7;USA;RI;Providence;1928;3;19;USA;RI;Providence;162;68;R;R;1885-06-04;1894-07-09
lovigja01;Jay;Loviglio;John Paul;1956;5;30;USA;NY;Freeport;;;;;;;160;69;R;R;1980-09-02;1983-07-26
lovitjo01;Joe;Lovitto;Joseph;1951;1;6;USA;CA;San Pedro;2001;5;19;USA;TX;Arlington;185;72;B;R;1972-04-15;1975-09-16
lovripe01;Pete;Lovrich;Peter;1942;10;16;USA;IL;Blue Island;2018;12;26;USA;IL;Mokena;200;76;R;R;1963-04-26;1963-09-05
lovulto01;Torey;Lovullo;Salvatore Anthony;1965;7;25;USA;CA;Santa Monica;;;;;;;185;73;B;R;1988-09-10;1999-10-03
lowdegr01;Grover;Lowdermilk;Grover Cleveland;1885;1;15;USA;IN;Sandborn;1968;3;31;USA;IL;Odin;190;76;R;R;1909-07-03;1920-05-12
lowdelo01;Lou;Lowdermilk;Louis Bailey;1887;2;23;USA;IN;Sandborn;1975;12;27;USA;IL;Centralia;180;73;R;L;1911-04-23;1912-05-16
lowebo01;Bobby;Lowe;Robert Lincoln;1865;7;10;USA;PA;Pittsburgh;1951;12;8;USA;MI;Detroit;150;70;R;R;1890-04-19;1907-10-06
lowebr01;Brandon;Lowe;Brandon Norman;1994;7;6;USA;VA;Suffolk;;;;;;;185;70;L;R;2018-08-05;2021-10-03
lowech01;Charlie;Lowe;Charles;;;;USA;MD;Baltimore;;;;;;;;;;;1872-09-24;1872-10-31
lowede01;Derek;Lowe;Derek Christopher;1973;6;1;USA;MI;Dearborn;;;;;;;230;78;R;R;1997-04-26;2013-05-19
lowedi01;Dick;Lowe;Richard Alvern;1854;1;28;USA;WI;Evansville;1922;6;28;USA;WI;Janesville;;;;;1884-06-26;1884-06-26
lowege01;George;Lowe;George Wesley;1895;4;25;USA;NJ;Ridgefield Park;1981;9;3;USA;NJ;Somers Point;180;74;R;R;1920-07-28;1920-07-28
lowejo01;Josh;Lowe;Joshua Edward;1998;2;2;USA;VA;Chesapeake;;;;;;;205;76;L;R;2021-09-08;2021-09-10
lowelmi01;Mike;Lowell;Michael Averett;1974;2;24;P.R.;;San Juan;;;;;;;195;76;R;R;1998-09-13;2010-10-02
lowema01;Mark;Lowe;Mark Christopher;1983;6;7;USA;TX;Houston;;;;;;;210;75;L;R;2006-07-07;2016-09-23
lowena01;Nathaniel;Lowe;David Nathaniel;1995;7;7;USA;VA;Norfolk;;;;;;;220;76;L;R;2019-04-29;2021-10-03
lowenjo01;John;Lowenstein;John Lee;1947;1;27;USA;MT;Wolf Point;;;;;;;175;72;L;R;1970-09-02;1985-05-04
lowerde01;Devon;Lowery;Devon Eugene;1983;3;24;USA;NC;Lincolnton;;;;;;;195;73;L;R;2008-09-05;2008-09-28
lowerte01;Terrell;Lowery;Quenton Terrell;1970;10;25;USA;CA;Oakland;;;;;;;180;75;R;R;1997-09-13;2000-10-01
lowese01;Sean;Lowe;Jonathan Sean;1971;3;29;USA;TX;Dallas;;;;;;;205;74;R;R;1997-08-29;2003-07-30
lowfl01;Fletcher;Low;Fletcher;1893;4;7;USA;MA;Essex;1973;6;6;USA;NH;Hanover;175;70;R;R;1915-10-07;1915-10-07
lowntu01;Turk;Lown;Omar Joseph;1924;5;30;USA;NY;Brooklyn;2016;7;8;USA;CO;Pueblo;180;72;R;R;1951-04-24;1962-09-22
lowrepe01;Peanuts;Lowrey;Harry Lee;1917;8;27;USA;CA;Culver City;1986;7;2;USA;CA;Inglewood;170;68;R;R;1942-04-14;1955-08-30
lowrije01;Jed;Lowrie;Jed Carlson;1984;4;17;USA;OR;Salem;;;;;;;180;72;B;R;2008-04-15;2021-09-23
lowrydw01;Dwight;Lowry;Dwight;1957;10;23;USA;NC;Lumberton;1997;7;10;USA;NY;Jamestown;210;75;L;R;1984-04-03;1988-04-23
lowryjo01;John;Lowry;John D.;;;;USA;MD;Baltimore;;;;;;;;;;;1875-06-26;1875-07-04
lowryno01;Noah;Lowry;Noah Ryan;1980;10;10;USA;CA;Ventura;;;;;;;190;74;R;L;2003-09-05;2007-08-29
lowrysa01;Sam;Lowry;Samuel Joseph;1920;3;25;USA;PA;Philadelphia;1992;12;1;USA;PA;Philadelphia;170;71;R;R;1942-09-19;1943-10-02
lowthza01;Zac;Lowther;Zacary William;1996;4;30;USA;OH;Middleburg Heights;;;;;;;235;74;L;L;2021-04-25;2021-09-29
loyndmi01;Mike;Loynd;Michael Wallace;1964;3;26;USA;MO;St. Louis;;;;;;;210;76;R;R;1986-07-24;1987-10-01
lozadwi01;Willie;Lozado;William;1959;5;12;USA;NY;New York;;;;;;;166;72;R;R;1984-07-16;1984-09-30
lubrast01;Steve;Lubratich;Steven George;1955;5;1;USA;CA;Oakland;;;;;;;170;72;R;R;1981-09-27;1983-09-30
lubyha01;Hal;Luby;Hugh Max;1913;6;13;USA;ID;Blackfoot;1986;5;4;USA;OR;Eugene;185;70;R;R;1936-09-10;1944-09-29
lubypa01;Pat;Luby;John Perkins;1869;1;;USA;SC;Charleston;1899;4;24;USA;SC;Charleston;185;72;L;R;1890-06-16;1895-06-11
lucadjo01;Johnny;Lucadello;John;1919;2;22;USA;TX;Thurber;2001;10;30;USA;TX;San Antonio;160;71;B;R;1938-09-24;1947-06-13
lucased01;Ed;Lucas;Edward Lee;1982;5;21;USA;MI;Grand Rapids;;;;;;;210;75;R;R;2013-05-30;2014-09-26
lucasfr01;Fred;Lucas;Frederick Warrington;1903;1;19;USA;NJ;Vineland;1987;3;11;USA;MD;Cambridge;165;70;R;R;1935-07-15;1935-09-24
lucasga01;Gary;Lucas;Gary Paul;1954;11;8;USA;CA;Riverside;;;;;;;200;77;L;L;1980-04-16;1987-10-03
lucasjo01;Johnny;Lucas;John Charles;1903;2;10;USA;IL;Glen Carbon;1970;10;31;USA;IL;Maryville;186;70;R;L;1931-04-15;1932-04-16
lucasjo02;Josh;Lucas;Joshua Timothy;1990;11;5;USA;FL;Lakeland;;;;;;;185;78;R;R;2017-08-19;2019-06-13
lucasra01;Ray;Lucas;Ray Wesley;1908;10;2;USA;OH;Springfield;1969;10;9;USA;MI;Harrison;175;74;R;R;1929-09-28;1934-06-06
lucasre01;Red;Lucas;Charles Fred;1902;4;28;USA;TN;Columbia;1986;7;9;USA;TN;Nashville;170;69;L;R;1923-04-19;1938-10-01
lucchfr99;Frank;Lucchesi;Frank Joseph;1926;4;24;USA;CA;San Francisco;2019;6;8;USA;TX;Colleyville;170;67;R;R;;
lucchjo01;Joey;Lucchesi;Joseph George;1993;6;6;USA;CA;Newark;;;;;;;225;77;L;L;2018-03-30;2021-06-18
lucefr01;Frank;Luce;Frank Edward;1896;12;6;USA;OH;Spencer;1942;2;3;USA;WI;Milwaukee;180;71;L;R;1923-09-17;1923-10-07
luceyjo01;Joe;Lucey;Joseph Earl;1897;3;27;USA;MA;Holyoke;1980;7;30;USA;MA;Holyoke;168;72;R;R;1920-07-06;1925-06-25
luciael01;Elvis;Luciano;Elvis Enmanuel;2000;2;15;D.R.;Santo Domingo;Boca Chica;;;;;;;210;75;R;R;2019-03-31;2019-09-27
lucidco01;Con;Lucid;Cornelius Cecil;1874;2;24;Ireland;Dublin;Dublin;1931;6;25;USA;TX;Houston;170;67;;;1893-05-01;1897-08-15
lucielo01;Lou;Lucier;Louis Joseph;1918;3;23;USA;MA;Northbridge;2014;10;18;USA;MA;Millbury;160;68;R;R;1943-04-23;1945-06-13
lucrojo01;Jonathan;Lucroy;Jonathan Charles;1986;6;13;USA;FL;Eustis;;;;;;;200;72;R;R;2010-05-21;2021-07-10
lucydo01;Donny;Lucy;Donald Hassett;1982;8;8;USA;CA;Escondido;;;;;;;205;74;R;R;2007-09-05;2011-09-28
luderfr01;Fred;Luderus;Frederick William;1885;9;12;USA;WI;Milwaukee;1961;1;5;USA;WI;Three Lakes;185;71;L;R;1909-09-23;1920-06-23
ludolwi01;Willie;Ludolph;William Francis;1900;1;21;USA;CA;San Francisco;1952;4;8;USA;CA;Oakland;170;73;R;R;1924-05-28;1924-06-20
ludwibi01;Bill;Ludwig;William Lawrence;1882;5;27;USA;KY;Louisville;1947;9;5;USA;KY;Louisville;185;73;R;R;1908-04-16;1908-10-03
ludwier01;Eric;Ludwick;Eric David;1971;12;14;USA;MO;Whiteman AFB;;;;;;;210;77;R;R;1996-09-01;1999-04-08
ludwiry01;Ryan;Ludwick;Ryan Andrew;1978;7;13;USA;FL;Satellite Beach;;;;;;;215;74;R;L;2002-06-05;2014-09-27
luebbla01;Larry;Luebbers;Larry Christopher;1969;10;11;USA;OH;Cincinnati;;;;;;;190;78;R;R;1993-07-03;2000-09-26
luebbro01;Roy;Luebbe;Roy John;1900;9;17;USA;IA;Parkersburg;1985;8;21;USA;NE;Papillion;175;72;B;R;1925-08-22;1925-09-19
luebbst01;Steve;Luebber;Stephen Lee;1949;7;9;USA;MO;Clinton;;;;;;;185;75;R;R;1971-06-27;1981-09-29
luebkco01;Cory;Luebke;Cory Robert;1985;3;4;USA;OH;Coldwater;;;;;;;210;76;R;L;2010-09-03;2016-06-17
luebkdi01;Dick;Luebke;Richard Raymond;1935;4;8;USA;IL;Chicago;1974;12;4;USA;CA;San Diego;200;76;R;L;1962-08-11;1962-09-24
lueckri01;Rick;Luecken;Richard Fred;1960;11;15;USA;TX;McAllen;;;;;;;210;78;R;R;1989-06-06;1990-09-29
luekejo01;Josh;Lueke;Joshua William;1984;12;5;USA;KY;Covington;;;;;;;245;77;R;R;2011-04-03;2014-06-05
luetglu01;Lucas;Luetge;Lucas Lester;1987;3;24;USA;TX;Brenham;;;;;;;205;76;L;L;2012-04-07;2021-10-02
luffhe01;Harry;Luff;Henry Thomas;1852;9;14;USA;PA;Philadelphia;1916;10;11;USA;PA;Philadelphia;175;71;;;1875-04-19;1884-07-05
lugoda01;Dawel;Lugo;Dawel Leoner;1994;12;31;D.R.;Peravia;Bani;;;;;;;190;72;R;R;2018-08-30;2020-08-16
lugoju01;Julio;Lugo;Julio Cesar;1975;11;16;D.R.;Barahona;Barahona;2021;11;15;D.R.;Distrito Nacional;Santo Domingo;175;73;R;R;2000-04-15;2011-08-23
lugoru01;Ruddy;Lugo;Ruddy Joraider;1980;5;22;D.R.;Barahona;Barahona;;;;;;;210;72;R;R;2006-04-03;2007-09-29
lugose01;Seth;Lugo;Jacob Seth;1989;11;17;USA;LA;Shreveport;;;;;;;225;76;R;R;2016-07-01;2021-09-29
lugour01;Urbano;Lugo;Rafael Urbano;1962;8;12;Venezuela;Falcon;Punto Fijo;;;;;;;185;72;R;R;1985-04-28;1990-05-11
luhrswi01;Wild Bill;Luhrsen;William Ferdinand;1884;4;14;USA;IL;Buckley;1973;8;15;USA;AR;Little Rock;165;69;R;R;1913-08-23;1913-09-13
lukacro01;Rob;Lukachyk;Robert James;1968;7;24;USA;NJ;Jersey City;;;;;;;185;72;L;R;1996-07-05;1996-07-06
lukasma01;Mark;Lukasiewicz;Mark Francis;1973;3;8;USA;NJ;Jersey City;;;;;;;240;77;L;L;2001-05-11;2002-09-29
lukema01;Matt;Luke;Matthew Clifford;1971;2;26;USA;CA;Long Beach;;;;;;;220;77;L;L;1996-04-03;1999-09-30
lukenal01;Al;Lukens;Albert P.;1868;11;15;USA;WV;Wheeling;;;;;;;168;69;;R;1894-06-23;1894-07-04
lukoned01;Eddie;Lukon;Edward Paul;1920;8;5;USA;PA;Burgettstown;1996;11;7;USA;PA;Canonsburg;168;70;L;L;1941-08-06;1947-09-28
lumenra01;Ralph;Lumenti;Raphael Anthony;1936;12;21;USA;MA;Milford;2018;2;7;USA;MA;Milford;185;75;L;L;1957-09-07;1959-09-27
lumleha01;Harry;Lumley;Harry Garfield;1880;9;29;USA;PA;Forest City;1938;5;22;USA;NY;Binghamton;183;70;L;L;1904-04-14;1910-05-19
lummi01;Mike;Lum;Michael Ken-Wai;1945;10;27;USA;HI;Honolulu;;;;;;;180;72;L;L;1967-09-12;1981-09-30
lumpeje01;Jerry;Lumpe;Jerry Dean;1933;6;2;USA;MO;Lincoln;2014;8;15;USA;MO;Springfield;185;74;L;R;1956-04-17;1967-10-01
lunahe01;Hector;Luna;Hector R.;1980;2;1;D.R.;Monte Cristi;Monte Cristi;;;;;;;190;73;R;R;2004-04-08;2012-08-17
luname01;Memo;Luna;Guillermo Romero;1930;6;25;Mexico;Distrito Federal;Mexico;2021;11;9;Mexico;Sinaloa;Los Mochis;168;72;L;L;1954-04-20;1954-04-20
lunarfe01;Fernando;Lunar;Fernando Jose;1977;5;25;Venezuela;Anzoategui;Cantaura;;;;;;;195;73;R;R;2000-05-08;2002-04-11
lundbja01;Jack;Lundbom;John Frederick;1877;3;10;USA;MI;Manistee;1949;10;31;USA;MI;Manistee;187;74;R;R;1902-05-09;1902-09-04
lunddo01;Don;Lund;Donald Andrew;1923;5;18;USA;MI;Detroit;2013;12;10;USA;MI;Ann Arbor;200;72;R;R;1945-07-01;1954-07-29
lundgca01;Carl;Lundgren;Carl Leonard;1880;2;16;USA;IL;Marengo;1934;8;21;USA;IL;Marengo;175;71;R;R;1902-06-19;1909-04-23
lundgde01;Del;Lundgren;Ebin Delmer;1899;9;21;USA;KS;Lindsborg;1984;10;19;USA;KS;Lindsborg;160;68;R;R;1924-04-27;1927-10-01
lundgo01;Gordy;Lund;Gordon Thomas;1941;2;23;USA;MI;Iron Mountain;;;;;;;170;71;R;R;1967-08-01;1969-08-08
lundqda01;David;Lundquist;David Bruce;1973;6;4;USA;MA;Beverly;;;;;;;200;74;R;R;1999-04-06;2002-06-28
lundsto01;Tom;Lundstedt;Thomas Robert;1949;4;10;USA;IA;Davenport;;;;;;;195;76;B;R;1973-08-31;1975-09-28
lunsftr01;Trey;Lunsford;James Lewis;1979;5;25;USA;TX;Odessa;;;;;;;195;73;R;R;2002-09-12;2003-06-18
lunteha01;Harry;Lunte;Harry August;1892;9;15;USA;MO;St. Louis;1965;7;27;USA;MO;St. Louis;165;71;R;R;1919-05-19;1920-09-23
lupieto01;Tony;Lupien;Ulysses John;1917;4;23;USA;MA;Chelmsford;2004;7;9;USA;VT;Norwich;185;70;L;L;1940-09-12;1948-10-03
luploal01;Al;Luplow;Alvin David;1939;3;13;USA;MI;Saginaw;2017;12;28;USA;MI;Saginaw;175;70;L;R;1961-09-16;1967-09-26
luplojo01;Jordan;Luplow;Jordan Thomas;1993;9;26;USA;CA;Visalia;;;;;;;195;73;R;R;2017-07-28;2021-09-26
luquedo01;Dolf;Luque;Adolfo Domingo de Guzman;1890;8;4;Cuba;La Habana;La Habana;1957;7;3;Cuba;La Habana;La Habana;160;67;R;R;1914-05-20;1935-04-26
lusadsc01;Scott;Lusader;Scott Edward;1964;9;30;USA;IL;Chicago;;;;;;;165;70;L;L;1987-09-01;1991-05-11
lushbi01;Billy;Lush;William Lucas;1873;11;10;USA;CT;Bridgeport;1951;8;28;USA;NY;Hawthorne;165;68;B;R;1895-09-03;1904-10-08
lusher01;Ernie;Lush;Ernest Benjamin;1885;11;1;USA;CT;Bridgeport;1937;2;26;USA;MI;Detroit;;;R;L;1910-07-20;1910-07-20
lushjo01;Johnny;Lush;John Charles;1885;10;8;USA;PA;Williamsport;1946;11;18;USA;CA;Beverly Hills;165;69;L;L;1904-04-16;1910-10-13
luskech01;Charlie;Luskey;Charles Melton;1876;4;6;USA;DC;Washington;1962;12;20;USA;MD;Bethesda;165;67;R;R;1901-09-12;1901-09-23
lutenlu01;Luke;Lutenberg;Charles William;1864;10;4;USA;IL;Quincy;1938;12;24;USA;IL;Quincy;225;74;R;R;1894-07-07;1894-09-30
luttrly01;Lyle;Luttrell;Lyle Kenneth;1930;2;22;USA;IL;Bloomington;1984;7;11;USA;TN;Chattanooga;180;72;R;R;1956-05-15;1957-05-16
lutzdo01;Donald;Lutz;Donald Thomas;1989;2;6;USA;NY;Watertown;;;;;;;230;76;L;R;2013-04-29;2014-09-24
lutzjo01;Joe;Lutz;Rollin Joseph;1925;2;18;USA;IA;Keokuk;2008;10;20;USA;FL;Sarasota;195;72;L;L;1951-04-17;1951-05-06
lutzkru01;Rube;Lutzke;Walter John;1897;11;17;USA;WI;Milwaukee;1938;3;6;USA;WI;Granville;175;71;R;R;1923-04-18;1927-09-13
lutzre01;Red;Lutz;Louis William;1898;12;17;USA;OH;Cincinnati;1984;2;22;USA;OH;Cincinnati;170;70;R;R;1922-05-31;1922-05-31
lutzza01;Zach;Lutz;Zachary Craig;1986;6;3;USA;PA;Reading;;;;;;;220;73;R;R;2012-04-24;2013-09-28
luuloke01;Keith;Luuloa;Keith H. M.;1974;12;24;USA;HI;Honolulu;;;;;;;185;72;R;R;2000-05-17;2000-05-31
luxga01;Gavin;Lux;Gavin Thomas;1997;11;23;USA;WI;Kenosha;;;;;;;190;74;L;R;2019-09-02;2021-10-03
luzarje01;Jesus;Luzardo;Jesus G.;1997;9;30;Peru;Lima;Lima;;;;;;;218;72;L;L;2019-09-11;2021-10-02
luzingr01;Greg;Luzinski;Gregory Michael;1950;11;22;USA;IL;Chicago;;;;;;;220;73;R;R;1970-09-09;1984-09-24
lydenmi01;Mitch;Lyden;Mitchell Scott;1964;12;14;USA;OR;Portland;;;;;;;225;75;R;R;1993-06-16;1993-10-03
